//nState: 25
### Init Prob
0.0110398	0.0634168	0.0384938	0.0447143	0.0183769	0.00394838	0.0569761	0.0570123	0.0784473	0.0321867	0.0435938	0.0697416	0.00290158	0.00448695	0.0444569	0.0563285	0.000646097	0.0321795	0.00560997	0.035039	0.0576398	0.0494319	0.0780901	0.0710175	0.0442243	
### Transition Prob
0.00653298	0.0464529	0.0295517	0.049811	0.0646672	0.0541448	0.0186441	0.00337177	0.0522896	0.023317	0.0449412	0.0537337	0.0704011	0.0259528	0.0175491	0.0697982	0.0513362	0.0535167	0.0462824	0.00516344	0.0448699	0.0628476	0.0193727	0.0310017	0.0544501	
0.0396669	0.0197428	0.022826	0.0298304	0.0138254	0.0403964	0.074534	0.0754932	0.00502876	0.0751149	0.0418914	0.0428686	0.0264899	0.0819226	0.0410158	0.0220984	0.00753371	0.0786945	0.00612352	0.0415746	0.031896	0.0230066	0.0758759	0.0439859	0.0385638	
0.0655998	0.00349157	0.0530885	0.0536943	0.0577107	0.00873976	0.00110621	0.0479952	0.0605293	0.0438882	0.0513254	0.0505716	0.0696765	0.0619462	0.016257	0.021355	0.0244708	0.0357825	0.0412091	0.058977	0.0287279	0.0586653	0.0187753	0.028959	0.0374578	
0.0430059	0.0263974	0.0163899	0.0141283	0.0525403	0.0737484	0.00303794	0.0491208	0.0458149	0.0878064	0.0687749	0.0509713	0.0818669	0.0574294	0.0773912	0.0146841	0.0195538	0.0656884	0.0119875	0.00836285	0.0252372	0.000275691	0.0380773	0.00247018	0.0652389	
0.07531	0.019264	0.0145253	0.0254973	0.0712223	0.0523581	0.0120714	0.0547098	0.0309796	0.031133	0.0401275	0.0118464	0.0471491	0.0678969	0.0473837	0.0767161	0.0446566	0.0118961	0.0789561	0.0328226	0.0113876	0.0453594	0.0202449	0.0392261	0.0372601	
0.0931394	0.0122136	0.0193584	0.0309384	0.0609822	0.0122796	0.0631128	0.0602423	0.0778255	0.0240183	0.0461708	0.0377283	0.0196969	0.00274983	0.0873808	0.0413317	0.0137632	0.0918206	0.0397633	0.0127134	0.0858279	0.00893251	0.0157186	0.00688674	0.0354049	
0.0169999	0.00907637	0.0526106	0.0305866	0.0234803	0.0303846	0.0543432	0.062588	0.0437762	0.0144599	0.0456536	0.0610595	0.0168029	0.0578308	0.0316584	0.0339891	0.0403332	0.0549221	0.050776	0.0310527	0.0639109	0.0425061	0.0295133	0.0554015	0.0462843	
0.0469025	0.0659345	0.0637483	0.0568589	0.0193243	0.0358963	0.0343607	0.00690867	0.0276542	0.0385207	0.0585485	0.0293915	0.0487421	0.0580608	0.0477999	0.0534826	0.0471917	0.0495415	0.00127524	0.0591807	0.0350655	0.0309467	0.0043545	0.0476517	0.032658	
