0.00970506	0.0280699	0.0272099	0.0595261	0.00394771	0.0321303	0.0538364	0.0205699	0.0676476	0.0703255	0.0702617	0.0521546	0.0245986	0.0560202	0.0139948	0.042247	0.0381744	0.0177004	0.0141788	0.0404811	0.0361304	0.0525824	0.0427593	0.0695966	0.0561514	
0.0464469	0.0122796	0.00895908	0.0438521	0.0206207	0.0478575	0.0279936	0.0568226	0.00580748	0.0707146	0.073362	0.0278016	0.0121731	0.0622951	0.0554146	0.0337217	0.0489794	0.0465034	0.0413682	0.051447	0.0774282	0.0513989	0.0214648	0.00332067	0.0519672	
0.0303245	0.00213354	0.0151313	0.053917	0.0374187	0.0501838	0.0644801	0.0330158	0.0322804	0.0332192	0.00764589	0.0514796	0.0369173	0.00978242	0.0287154	0.0604889	0.0497906	0.0769721	0.0469546	0.0860359	0.00531833	0.0419652	0.00972289	0.0875933	0.0485133	
0.0518571	0.0094434	0.0352528	0.00440467	0.0330354	0.0681313	0.03262	0.0637178	0.0740094	0.0407686	0.00922425	0.0628133	0.0141207	0.049307	0.0487078	0.0722293	0.0339638	0.0118265	0.0103302	0.0210286	0.0722123	0.0443797	0.06325	0.00466733	0.0686987	
0.0767885	0.0377448	0.0228273	0.0372258	0.0348457	0.0700547	0.0160655	0.0311205	0.061405	0.0658557	0.0544121	0.0583629	0.0552716	0.0253957	0.0136271	0.0556499	0.0744867	0.0134073	0.00030884	0.0142599	0.0144092	0.0160188	0.054051	0.0545507	0.0418548	
0.0285149	0.0411729	0.0282873	0.00825665	0.0767472	0.0392467	0.0130294	0.0574915	0.0830553	0.0777976	0.0582745	0.0179792	0.0150196	0.00141731	0.0145847	0.00961796	0.0318466	0.0494756	0.0849825	0.0216454	0.00210384	0.00264867	0.0781345	0.0781504	0.0805197	
0.0392165	0.0123636	0.0348927	0.0583459	0.0670997	0.0417713	0.0393243	0.0337969	0.0539699	0.0238072	0.0123551	0.0367493	0.0272542	0.0593307	0.0692797	0.000342291	0.0215919	0.0325656	0.0637931	0.0604316	0.0179358	0.0525782	0.0601468	0.0303014	0.0507562	
0.0384492	0.0498574	0.0497873	0.00867114	0.0382421	0.0740927	0.025084	0.0291641	0.0175224	0.0716767	0.0587975	0.0611348	0.031007	0.0146107	0.0174643	0.0431219	0.0505092	0.0153871	0.0876999	0.0387508	0.00295445	0.0158473	0.0535293	0.0933518	0.013287	
0.0354132	0.0328174	0.0376168	0.0172908	0.0342009	0.0402981	0.0680913	0.063944	0.00400057	0.035576	0.00830355	0.0577565	0.0521397	0.0305617	0.0268297	0.0466402	0.0699214	0.0345649	0.000176695	0.103266	0.0107088	0.0338003	0.101442	0.0370799	0.0175603	
0.0736439	0.00870152	0.00312999	0.0718106	0.0586827	0.0164694	0.007582	0.019023	0.0326944	0.0181598	0.0211177	0.0410429	0.0659329	0.0636423	0.0501029	0.0416693	0.0566316	0.0674046	0.0637716	0.0567709	0.0174827	0.0746005	0.0195252	0.0280261	0.0223813	
0.0511709	0.0680772	0.0525979	0.0294187	0.0440423	0.0318342	0.00703317	0.0124838	0.059259	0.0345493	0.0638999	0.061639	0.0199849	0.0431827	0.0669491	0.0373422	0.0570151	0.00376202	0.0130152	0.0669418	0.0525221	0.0597063	0.00221966	0.0355843	0.0257691	
