0.67	3
1.38	4
2.12	1
2.88	2
3.6	3
4.32	4
5.03	1
5.79	2
6.52	3
7.27	4
7.99	1
8.76	2
9.49	3
10.23	4
10.98	1
11.74	2
12.51	3
13.26	4
14.02	1
14.78	2
15.53	3
16.32	4
17.06	1
17.81	2
18.61	3
19.38	4
20.13	1
20.88	2
21.64	3
22.41	4
23.18	1
23.96	2
24.7	3
25.45	4
26.23	1
27.01	2
27.79	3
28.54	4
29.33	1
30.07	2
30.86	3
31.61	4
32.36	1
33.15	2
33.92	3
34.68	4
35.43	1
36.2	2
36.99	3
37.77	4
38.55	1
39.33	2
40.12	3
40.9	4
41.68	1
42.45	2
43.23	3
44.0	4
44.78	1
45.57	2
46.36	3
47.13	4
47.91	1
48.7	2
49.49	3
50.25	4
51.02	1
51.82	2
52.58	3
53.38	4
54.14	1
54.94	2
55.72	3
56.49	4
57.26	1
58.04	2
58.85	3
59.61	4
60.38	1
61.2	2
61.96	3
62.76	4
63.52	1
64.3	2
65.08	3
65.88	4
66.65	1
67.43	2
68.2	3
69.0	4
69.78	1
70.55	2
71.38	3
72.17	4
72.94	1
73.71	2
74.54	3
75.29	4
76.08	1
76.85	2
77.65	3
78.42	4
79.22	1
79.97	2
80.75	3
81.55	4
82.33	1
83.13	2
83.93	3
84.69	4
85.48	1
86.27	2
87.08	3
87.83	4
88.6	1
89.42	2
90.18	3
90.91	4
91.57	1
92.21	2
92.91	3
93.55	4
94.33	1
95.14	2
95.93	3
96.67	4
97.45	1
98.27	2
99.05	3
99.82	4
100.58	1
101.33	2
102.07	3
102.85	4
103.58	1
104.37	2
105.14	3
105.92	4
106.7	1
107.46	2
108.23	3
108.99	4
109.73	1
110.53	2
111.34	3
112.12	4
112.92	1
113.68	2
114.47	3
115.22	4
116.01	1
116.78	2
117.58	3
118.38	4
119.16	1
119.95	2
120.73	3
121.53	4
122.35	1
123.12	2
123.89	3
124.68	4
125.51	1
126.29	2
127.09	3
127.85	4
128.64	1
129.43	2
130.25	3
131.03	4
131.83	1
132.63	2
133.41	3
134.25	4
135.04	1
135.84	2
136.66	3
137.45	4
138.23	1
139.04	2
139.83	3
140.6	4
141.39	1
142.2	2
142.98	3
143.8	4
144.6	1
145.4	2
146.2	3
146.99	4
147.76	1
148.56	2
149.33	3
150.13	4
150.94	1
151.58	2
152.19	3
152.84	4
153.5	1
154.29	2
155.1	3
155.87	4
156.67	1
157.42	2
158.23	3
158.99	4
159.78	1
160.6	2
161.38	3
162.17	4
162.98	1
163.77	2
164.56	3
165.35	4
166.18	1
166.95	2
167.75	3
168.56	4
169.36	1
170.11	2
170.92	3
171.68	4
172.49	1
173.23	2
174.01	3
174.8	4
175.58	1
176.36	2
177.09	3
177.87	4
178.61	1
179.41	2
180.13	3
180.93	4
181.69	1
182.45	2
