2.28	2
2.71	3
3.18	4
3.63	1
4.06	2
4.53	3
4.98	4
5.41	1
5.86	2
6.33	3
6.77	4
7.2	1
7.63	2
8.07	3
8.52	4
8.97	1
9.4	2
9.84	3
10.28	4
10.74	1
11.2	2
11.65	3
12.08	4
12.53	1
12.96	2
13.4	3
13.86	4
14.29	1
14.74	2
15.2	3
15.63	4
16.08	1
16.54	2
17.04	3
17.53	4
18.04	1
18.52	2
18.96	3
19.41	4
19.86	1
20.31	2
20.74	3
21.19	4
21.64	1
22.07	2
22.51	3
22.95	4
23.4	1
23.83	2
24.27	3
24.7	4
25.16	1
25.59	2
26.05	3
26.49	4
26.94	1
27.39	2
27.82	3
28.26	4
28.7	1
29.15	2
29.58	3
30.04	4
30.46	1
30.92	2
31.36	3
31.8	4
32.26	1
32.71	2
33.15	3
33.61	4
34.07	1
34.5	2
34.94	3
35.39	4
35.84	1
36.28	2
36.74	3
37.17	4
37.61	1
38.05	2
38.51	3
38.94	4
39.39	1
39.83	2
40.28	3
40.71	4
41.14	1
41.59	2
42.04	3
42.48	4
42.92	1
43.35	2
43.79	3
44.23	4
44.67	1
45.13	2
45.58	3
46.01	4
46.44	1
46.9	2
47.33	3
47.78	4
48.25	1
48.71	2
49.17	3
49.6	4
50.05	1
50.5	2
50.95	3
51.38	4
51.82	1
52.27	2
52.71	3
53.14	4
53.61	1
54.05	2
54.49	3
54.93	4
55.36	1
55.81	2
56.26	3
56.68	4
57.14	1
57.58	2
58.01	3
58.45	4
58.88	1
59.33	2
59.79	3
60.23	4
60.67	1
61.12	2
61.57	3
62.03	4
62.49	1
62.94	2
63.37	3
63.82	4
64.29	1
64.73	2
65.17	3
65.64	4
66.08	1
66.53	2
66.96	3
67.41	4
67.85	1
68.28	2
68.71	3
69.16	4
69.59	1
70.06	2
70.49	3
70.96	4
71.41	1
71.84	2
72.27	3
72.72	4
73.17	1
73.61	2
74.03	3
74.48	4
74.92	1
75.37	2
75.81	3
76.24	4
76.69	1
77.14	2
77.59	3
78.03	4
78.47	1
78.92	2
79.36	3
79.8	4
80.23	1
80.68	2
81.12	3
81.56	4
82.02	1
82.46	2
82.9	3
83.35	4
83.79	1
84.23	2
84.68	3
85.12	4
85.52	1
85.91	2
86.3	3
86.7	4
87.14	1
87.59	2
88.04	3
88.48	4
88.91	1
89.35	2
89.8	3
90.24	4
90.68	1
91.13	2
91.59	3
92.02	4
92.47	1
92.9	2
93.35	3
93.77	4
94.23	1
94.69	2
95.13	3
95.58	4
96.03	1
96.47	2
96.9	3
97.34	4
97.8	1
98.24	2
98.68	3
99.13	4
99.58	1
100.03	2
100.45	3
100.89	4
101.34	1
101.78	2
102.33	3
102.84	4
103.33	1
103.78	2
104.22	3
104.67	4
105.13	1
105.57	2
106.01	3
106.46	4
106.91	1
107.34	2
107.78	3
108.23	4
108.69	1
109.12	2
109.57	3
110.0	4
110.43	1
110.87	2
111.33	3
111.76	4
112.22	1
112.66	2
113.11	3
113.53	4
114.0	1
114.43	2
114.9	3
115.35	4
115.77	1
116.22	2
116.67	3
117.11	4
117.56	1
118.02	2
118.45	3
118.9	4
119.36	1
119.79	2
120.23	3
120.67	4
121.13	1
121.56	2
122.01	3
122.43	4
122.9	1
123.33	2
123.79	3
124.22	4
124.67	1
125.1	2
125.55	3
125.98	4
126.44	1
126.87	2
127.33	3
127.77	4
128.21	1
128.65	2
129.11	3
129.55	4
129.99	1
130.43	2
130.85	3
131.31	4
131.76	1
132.22	2
132.64	3
133.08	4
133.54	1
133.97	2
134.44	3
134.88	4
135.33	1
135.78	2
136.2	3
136.64	4
137.11	1
137.54	2
138.0	3
138.45	4
138.88	1
139.32	2
139.73	3
140.19	4
140.61	1
141.08	2
141.51	3
141.97	4
142.43	1
142.88	2
143.32	3
143.77	4
144.22	1
144.66	2
145.1	3
145.53	4
145.97	1
